actor_1_name,actor_1_facebook_likes
Brahim Achabbakhe,96.00
Jill St. John,175.00
Lee Ving,92.00
Geneviève Lemon,11.00
Angus Sampson,82.00
Cody Linley,430.00
Paulina Gerzon,61.00
Kwesi Ameyaw,27.00
Craig Conway,159.00
Bob Costas,69.00
Vanessa Ray,270.00
Erin Daniels,303.00
Charles Aidman,23.00
Peter Breitmayer,98.00
Darryl Stephens,658.00
Lil' Wayne,442.00
Alastair Duncan,38.00
Miriama Smith,35.00
Ashley Gerasimovich,77.00
Jennifer Butler,455.00
Rick Rossovich,172.00
Jack O'Halloran,375.00
Valérie Lemercier,39.00
Erin Wasson,106.00
Derek Wayne Johnson,184.00
Richard Graham,13.00
Eleanor Bron,52.00
Valentin Golubenko,0.00
Bob Marley,184.00
Stephen Au,4.00
Ivan Okhlobystin,26.00
Cindy Robinson,29.00
Sydney Penny,240.00
Olesya Rulin,578.00
John Ralston,63.00
Travis Aaron Wade,493.00
Maria Schrader,36.00
Mark De Alessandro,83.00
Gil Bellows,261.00
Ahmad Massad,58.00
Giulia Michelini,11.00
André Ramiro,15.00
Gabriel Bateman,300.00
Jessica Mauboy,38.00
Na'Blonka Durden,15.00
Danielle von Zerneck,51.00
Sandy Dennis,146.00
Anne Heche,689.00
Jake Cherry,180.00
Eric Christmas,45.00
Matthias Habich,8.00
Stellan Skarsgård,0.00
Maurice Roëves,27.00
Beverly Randolph,358.00
Marco D'Amore,5.00
Ricky Martin,282.00
Kenneth Mars,399.00
Elsa Lanchester,266.00
Matthew Borlenghi,92.00
Erik Estrada,583.00
Ajay Naidu,120.00
Jennifer Jones,332.00
Rachel Blakely,64.00
John Lynch,161.00
David Alan Grier,360.00
Abby Mukiibi Nkaaga,25.00
Rick Dial,84.00
Amy Madigan,221.00
Luis E. Carazo,546.00
Dominik García-Lorido,130.00
Wale Ojo,28.00
Raquel Alessi,263.00
Todd Susman,82.00
Alexis Kendra,34.00
Polly Noonan,15.00
Frederick Weller,152.00
L.Q. Jones,242.00
Pamela Salem,20.00
Paul Popplewell,53.00
Marc Singer,284.00
Sammy Nagi Njuguna,316.00
Mélanie Doutey,27.00
Ji-hyun Jun,451.00
Ritchie Montgomery,90.00
Bill Baird,0.00
Robert Wahlberg,99.00
John Bell,130.00
Reiner Schwarz,15.00
Li Jun Li,444.00
Martijn Lakemeier,19.00
Michel Simon,28.00
Trieu Tran,57.00
Johnny Nguyen,380.00
James Buckley,220.00
Eva Marcille,255.00
Johnny Lever,61.00
Andrea Ros,6.00
Kayla Raparelli,10.00
Nicholas Bell,35.00
Tony Danza,694.00
John Hillerman,258.00
Gérard Jugnot,57.00
Claudia Ferri,71.00
Jean-Pierre Darroussin,36.00
Jo Prestia,9.00
Shinobu Terajima,16.00
Madhavan,199.00
David Dastmalchian,290.00
Mike Eshaq,38.00
Ron Silver,139.00
Shane Meadows,222.00
Julie R. Ølgaard,27.00
Bronagh Gallagher,114.00
Colin Farrell,0.00
George Voskovec,32.00
Prateik,47.00
Sumalee Montano,82.00
Daren Kagasoff,704.00
Jennifer Rubin,150.00
Hugo Stiglitz,83.00
Alisha Boe,113.00
Victor Mature,275.00
Catherine Schell,80.00
Paul Lukas,51.00
Jorja Fox,379.00
Garrett Ryan,202.00
Jamie Draven,34.00
Helen Martin,287.00
Tom Burlinson,75.00
Alice Playten,73.00
June Carter Cash,77.00
Chrystale Wilson,498.00
Perdita Weeks,161.00
Persis Khambatta,142.00
Scott Reeves,65.00
Rachel Korine,192.00
María Aura,19.00
Miriam Colon,111.00
Ellie Cornell,101.00
Clayton Rohner,85.00
Robert Beltran,268.00
Andrew Airlie,205.00
Sahajak Boonthanakit,13.00
Finlay Currie,70.00
Adolphe Menjou,99.00
Lauren London,503.00
Mona Marshall,44.00
Marina Hands,21.00
Nicol Williamson,136.00
Michael Richards,448.00
Jessica Walter,572.00
Jack Elam,392.00
Jonathan Silverman,334.00
Chloe Hollings,0.00
Simon Baker,395.00
Olivier Rabourdin,32.00
Bess Armstrong,83.00
Liz Mullane,88.00
Cynthia Barrett,473.00
Marilyn Manson,600.00
Winter Ave Zoli,276.00
Kristoffer Polaha,361.00
Lumi Cavazos,65.00
Darshan Jariwala,14.00
Ken Davis,0.00
Jim Byrnes,51.00
Laraine Day,100.00
Sara Gilbert,697.00
Corey Sevier,383.00
Olivia DeJonge,99.00
Kel O'Neill,15.00
Alice Evans,227.00
Jelena Nik,14.00
Marta Etura,78.00
Georgia Groome,141.00
Shenae Grimes-Beech,686.00
Katie Leclerc,483.00
Timothy Omundson,816.00
David Adam Flannery,394.00
Tomiwa Edun,179.00
Lisa Kay,126.00
Ed Quinn,538.00
Milan Lasica,4.00
Birol Ünel,269.00
Joseph Mawle,537.00
Robert Longstreet,41.00
Katherine Helmond,339.00
Jim Siedow,14.00
Yayaying Rhatha Phongam,428.00
Emmanuelle Bercot,20.00
Dileep Raj,0.00
Jack McElhone,16.00
Kim Ly,140.00
Paul Glover,3.00
James Robertson Justice,68.00
KaDee Strickland,298.00
Peter Spellos,126.00
Louise Lasser,167.00
Frank McHugh,37.00
Miguel Ángel Solá,4.00
Juan Fernández,491.00
Joaquín Cosio,122.00
Hans Kesting,3.00
Hye-jeong Kang,38.00
Marie Féret,9.00
Josie Ho,76.00
Lyubov Agapova,0.00
Dimple Kapadia,62.00
Braeden Lemasters,212.00
Purab Kohli,12.00
Megan Follows,505.00
Lateef Crowder,261.00
Amanda Redman,100.00
Matias Varela,93.00
Tammy Davis,8.00
Paresh Rawal,106.00
Anna Katharina Schwabroh,7.00
Zhanna Friske,16.00
Tony Ganios,95.00
Kathleen Munroe,231.00
S. William Hinzman,56.00
Catherine Lambert,11.00
Cornel Wilde,132.00
Marcus Lyle Brown,80.00
David A Cole,428.00
Adam Hicks,326.00
Sidney James,69.00
George 'Buck' Flower,133.00
Gordon Jackson,145.00
Armin Shimerman,428.00
Libby Villari,127.00
DJ Pooh,69.00
Thelma Ritter,268.00
Peter Appel,27.00
Fernando Cayo,143.00
Gabriel Iglesias,511.00
Philippe Noiret,148.00
Amy Hill,242.00
Benjamin Fletcher,0.00
Rob Brydon,161.00
Puti Sri Candra Dewi,0.00
Rita Wilson,322.00
Elena Satine,842.00
Ronnie Gene Blevins,221.00
Beth Broderick,209.00
Arcelia Ramírez,69.00
Zoe Levin,67.00
Rob Jarvis,15.00
Aida Folch,9.00
Brandon Mychal Smith,218.00
Jesuíta Barbosa,9.00
Eugenia Khirivskaya,22.00
Howard Caine,69.00
Fadia Nadda,5.00
James Hall,4.00
Peter Jacobson,183.00
Kira McLean,359.00
Victoria Thaine,35.00
Black Thomas,104.00
Brooke D'Orsay,271.00
Diana Vickers,111.00
Thomas Mitchell,248.00
Marama Corlett,196.00
Betty Hutton,83.00
Alex Macqueen,106.00
Fernanda Torres,24.00
Ellen Ross,48.00
Mike Farrell,395.00
John McGiver,77.00
Lesley Sharp,121.00
Barbara Billingsley,318.00
Jon Osbeck,6.00
Will Geer,188.00
Beatrice Straight,75.00
Clive Swift,118.00
Anthony Johnson,78.00
Guillermo Francella,50.00
Derek Magyar,108.00
Kassie Wesley DePaiva,199.00
Cassandra Scerbo,689.00
Damián Delgado,10.00
Glenn Erland Tosterud,4.00
Lara Jean Chorostecki,131.00
Blaine Anderson,31.00
Genevieve O'Reilly,119.00
Grey Griffin,739.00
Peter Agnefjall,0.00
Ralitsa Paskaleva,50.00
Glen Murphy,37.00
Edward Conna,43.00
Alexandre Rodrigues,40.00
Luis Antonio,80.00
Hana Shuan,26.00
Scott Schwartz,378.00
Timothy Van Patten,129.00
Angélica Sancio,0.00
Charles Grodin,449.00
Yenny Paola Vega,6.00
Mary Page Keller,157.00
Dayna Devon,12.00
Jack Carson,110.00
Victor Buono,158.00
Lisa Ortiz,49.00
Vincent Guastaferro,155.00
Tonya Lee Williams,175.00
David White,180.00
Erin Gray,307.00
David Opatoshu,14.00
Lauryn Hill,220.00
Bobby Brown,77.00
Edward Andrews,125.00
Countess Vaughn,200.00
Breckin Meyer,0.00
Joyful Drake,233.00
Athina Rachel Tsangari,48.00
James Le Gros,135.00
Seema Biswas,31.00
David Heyman,51.00
Ann Morgan Guilbert,547.00
Julie Dawn Cole,124.00
Paula Marshall,222.00
Richard Libertini,180.00
Jeff Conaway,844.00
Courtney Love,353.00
Robert Noble,24.00
Christopher Schmidt,221.00
Molly Dunsworth,104.00
Erick Elias,165.00
Jason Maza,168.00
Andrew Rannells,416.00
Lindsey Haun,249.00
Bob Ross,197.00
Tim Healy,23.00
Robert Stadlober,17.00
Peter Onorati,56.00
Jim Norton,77.00
David Douglas,19.00
Emily Nelson,47.00
Olivia Alexander,73.00
Jillian Murray,454.00
Salvatore Santone,382.00
Brett Wagner,648.00
Fabio Testi,37.00
Othon Bastos,11.00
Scott Evans,214.00
Mia Barron,21.00
Tempestt Bledsoe,394.00
Oana Pellea,142.00
Kelly Paterniti,39.00
Allegra Carpenter,29.00
Elise Neal,165.00
George Raft,102.00
William Butler,181.00
Billie Burke,357.00
Joe Dinicol,192.00
Vanessa Zima,42.00
Hoyt Axton,48.00
Diljit Dosanjh,32.00
Casper Christensen,13.00
Henri Garcin,2.00
Irene Dunne,315.00
Kimberly Beck,74.00
Agata Kulesza,46.00
Laird John Hamilton,28.00
Bárbara Goenaga,36.00
Cyd Charisse,390.00
Amy Badberg,0.00
Dinesh D'Souza,67.00
Nancy Kyes,67.00
Sal Mineo,450.00
Whit Bissell,124.00
Dana Hanna,36.00
Jill Flint,294.00
Dominik Castell,4.00
Jean Pierre Bergeron,6.00
Jessica Hecht,209.00
Tannishtha Chatterjee,40.00
Ana Gasteyer,215.00
Amanda Plummer,471.00
Dayo Okeniyi,478.00
Michael Bower,362.00
Steve Burg,0.00
Gavin Newsom,5.00
Shriya Saran,315.00
Sebastian Blomberg,10.00
Tenoch Huerta,35.00
Paul T. Taylor,370.00
Justine Waddell,201.00
Kris Sommerville,109.00
Bianca Brigitte VanDamme,663.00
Red Skelton,226.00
Rene Rosado,76.00
Christopher Heyerdahl,826.00
Mindy Sterling,385.00
Ivette Alvarez,0.00
Catherine Parks,20.00
Dominick Brascia,17.00
Linden Ashby,306.00
Brad Schmidt,708.00
Shobu Kapoor,18.00
Stefanie Drummond,42.00
Sven Nordin,14.00
Brad Lee Wind,17.00
Carlos Lasarte,7.00
Cheyenne Haynes,650.00
Louise Brealey,260.00
Shaun O'Hagan,106.00
Lisa Gaye,14.00
Crystal R. Fox,213.00
Mews Small,45.00
Jake Weary,159.00
William Windom,161.00
Kjell Nilsson,41.00
Ho-Sung Pak,75.00
Jeannetta Arnette,103.00
Adam Trese,32.00
T.C. Stallings,341.00
Béatrice Bonifassi,0.00
Daniel Tay,92.00
Marie Pillet,3.00
Goya Toledo,35.00
John Garfield,167.00
Lauren Sweetser,179.00
Joe Simpson,3.00
Miranda July,244.00
Barney Frank,18.00
Richard Portnow,116.00
Sydelle Noel,349.00
Rose Marie,186.00
Raphael Barker,37.00
Zahava Solomon,0.00
Bruce Newbold,40.00
Donald Rumsfeld,17.00
Austin Lyon,80.00
Debrah Farentino,143.00
Neil Armstrong,65.00
Linda Lovelace,218.00
Zack Pearlman,126.00
Jean-Hugues Anglade,164.00
John Hensley,268.00
Kim De Angelo,0.00
Shakti Kapoor,72.00
Kate Magowan,137.00
Karl Collins,20.00
Javed Jaffrey,24.00
Chuck Zito,267.00
Tiya Sircar,395.00
Charly Bivona,89.00
Sarah Douglas,163.00
Michelle Hurst,85.00
Kaiwi Lyman-Mersereau,94.00
Silvia Colloca,161.00
Robert Hobbs,12.00
Ashleigh Gryzko,103.00
Jemma Curran,47.00
Louis Walsh,8.00
Kathy Uyen,46.00
Ricardo Chavira,372.00
Ted de Corsia,18.00
Mark Rolston,171.00
Karin Dor,51.00
Josh Meyers,293.00
Phil Silvers,137.00
Steve Earle,119.00
Dave Sheridan,233.00
James Chalke,412.00
David Lewis,164.00
Erik Palladino,263.00
Aida Elkashef,5.00
Prabhudheva,71.00
Jean-Louis Blondeau,0.00
Rachel Nash,3.00
Patrick Fabian,308.00
Kim Hunter,114.00
Dwight Henry,168.00
Claude Akins,196.00
Brahmanandam,61.00
Donald Trump,808.00
Sonam Kinga,0.00
Alan Hale Jr.,426.00
Bree Williamson,165.00
Nicholas Carella,91.00
Armin Rohde,34.00
Erin Pitt,120.00
Circus-Szalewski,11.00
John Randolph,67.00
Daniel Franzese,374.00
Dean Andrews,34.00
Victor McLaglen,89.00
Marla Gibbs,249.00
Nadine Labaki,0.00
Alejandro Furth,2.00
Yousef 'Joe' Sweid,27.00
Cindy Williams,324.00
Michel Bouquet,21.00
Samuel Davis,114.00
Ken Siu,49.00
Justin Pierce,82.00
Owen Kline,18.00
Brian Stepanek,117.00
Sam Medina,354.00
Leo G. Carroll,82.00
Philip Friedman,588.00
Miguel Sandoval,166.00
Leticia Brédice,7.00
Yaakov Peri,0.00
Ryan McDonald,42.00
Summer Phoenix,76.00
Malone Thomas,56.00
Joel Murray,488.00
Fred Malatesta,8.00
Timothy Patrick Quill,158.00
Darren E. Burrows,121.00
Ronnie Lazaro,7.00
Michael Elian,134.00
Cameron Rhodes,28.00
Matt Hunter,0.00
Kyla Wise,108.00
Martin Hancock,71.00
John DeSantis,146.00
Lydia Hearst,56.00
Kiowa Gordon,485.00
Lucille La Verne,31.00
María Alche,3.00
John Bailey,37.00
Cullen Douglas,256.00
Chasty Ballesteros,295.00
Laurent Poitrenaux,3.00
Angela Jones,69.00
Burt Ward,356.00
Trine Dyrholm,141.00
Cat Ly,5.00
Kristen Cloke,109.00
Mirlan Abdulayev,0.00
Tim Choate,13.00
Samantha McLeod,40.00
Matt Crabtree,134.00
Amy Steel,59.00
Frank Faylen,66.00
Jorge Diaz,183.00
Will Wright,48.00
Barry Fitzgerald,137.00
Felicia Pearson,161.00
Steven Brill,65.00
Ben Youcef,434.00
José Manuel Orozco Angulo,3.00
Gale Sondergaard,51.00
Enzo Petito,24.00
Luis Miranda,4.00
Eric Lange,274.00
Zoë Poledouris,3.00
Yassine Azzouz,24.00
Juan Carlos Montoya,0.00
Jim Cody Williams,95.00
Michael Eisner,5.00
Chelsey Reist,63.00
Brittney Powell,117.00
Calvin Lockhart,148.00
Dustin Diamond,312.00
George Newton,68.00
Susan Tyrrell,147.00
Brent Neale,3.00
Jeanne Neilson,25.00
Eva Bourne,48.00
Donny Alamsyah,60.00
Matthew R. Anderson,252.00
Joe Marino,0.00
Conrad Veidt,269.00
Martin Sharpe,5.00
Gauhar Khan,20.00
Jesse Vint,42.00
Gitte Witt,9.00
Hugh Griffith,69.00
Heather Sossaman,142.00
Clare Higgins,100.00
Maria Canals-Barrera,295.00
Sakae Kimura,3.00
Paul Borghese,226.00
Harrison Page,44.00
Debra Paget,102.00
Forrest Tucker,88.00
Albert Maysles,184.00
Magda Apanowicz,389.00
Niamh Cusack,30.00
Rhea Perlman,365.00
Barbara Kowalcyk,2.00
Jason Burkey,245.00
Kathleen Rose Perkins,180.00
Jake Lacy,313.00
Misty Upham,229.00
Merry Clayton,13.00
Angel David,13.00
Colette Divine,5.00
Ella Joyce,124.00
Bonz Malone,6.00
Rick Macy,25.00
Jaya Bhaduri,97.00
Matt Stone,194.00
Olivia Crocicchia,145.00
Ranin Karim,7.00
Venida Evans,11.00
Syamsul Arifin,0.00
Greg D'Agostino,23.00
Ahmet Ertegun,5.00
Aasheekaa Bathija,0.00
Melissa Gilbert,679.00
Anthony Powell,9.00
Jason Bateman,0.00
Raquel Elizabeth Ames,891.00
Sunil Shetty,219.00
Adrienne Frantz,73.00
James Lorinz,14.00
Hallee Hirsh,256.00
Jonathon Trent,61.00
Meredith Hagner,150.00
Ian Bohen,394.00
Jennifer Sky,94.00
Jesse Hutch,176.00
Heather Bucha,4.00
Gabriel Reyes,8.00
Javed Sheikh,4.00
Laura Breckenridge,228.00
James Eckhouse,131.00
Alicia Ziegler,106.00
Louise Sorel,47.00
Janet Hubert,149.00
Diane Venora,171.00
Kevin Hamedani,23.00
Joseba Ugalde,0.00
Chrystee Pharris,110.00
Jay Paulson,37.00
Jennie Jacques,177.00
Summer Napoles,0.00
Kristian Bruun,36.00
Fiona Dourif,253.00
Jarrod Phillips,115.00
Claire Bloom,113.00
Michael McMillian,302.00
Bruno Campos,223.00
Eve Ensler,17.00
Alexandru Potocean,27.00
Patrick Wilson,0.00
Sina Amedson,127.00
Ariana Neal,88.00
Ann Gillis,8.00
Adam Carolla,102.00
Teddy Doloir,0.00
Hal Linden,221.00
Michelle Tabora,175.00
Peyman Moaadi,620.00
Joe Cassidy,10.00
Christina Vidal,236.00
Dorothy Lyman,86.00
Fritz Kortner,3.00
Diane Baker,167.00
Claudia Lapacó,0.00
Arly Jover,258.00
Cherami Leigh,152.00
Ane Dahl Torp,13.00
Whit Spurgeon,37.00
Mackenzie Phillips,425.00
Donna Zovko,0.00
Jeanette Branch,95.00
Pat Healy,74.00
Dominique Sanda,48.00
Renee Faia,21.00
Michele Morrow,118.00
Lon Chaney Jr.,433.00
Isiah Thomas,2.00
Tommy the Clown,14.00
Walter Masterson,36.00
Louis Ozawa Changchien,195.00
Jeff Lima,71.00
Max Gail,236.00
Chenoa Maxwell,48.00
Danielle Savre,137.00
Amy Lucas,432.00
Karolina Wydra,258.00
Eric Blore,23.00
Michael C. Williams,39.00
Joan Baez,136.00
Tara Strohmeier,11.00
Cynthia Watros,254.00
Tac Fitzgerald,20.00
Brent David Fraser,218.00
Exie Booker,359.00
Khaira Arby,0.00
Francine Blake,0.00
Lymari Nadal,271.00
Marianne Denicourt,2.00
John Brodsky,233.00
George Harrison,704.00
Andrej Nahtigal,0.00
Shriman Umeshanad Brahmachari,0.00
Edgar Buchanan,142.00
Daniel Travis,7.00
Abby Elliott,201.00
Tiffany Bolling,22.00
Paul Daggett,0.00
Bob Dole,2.00
Mick Foley,43.00
Daryn Tufts,15.00
Mohamad Haref Harati,0.00
Jason Kravits,59.00
Denny Kirkwood,17.00
Curt Doussett,17.00
Ti West,243.00
Dick Cavett,49.00
Kamatari Fujiwara,4.00
Mickey Hart,8.00
Nick Cave,329.00
Joe McQueen,143.00
Cecelia Antoinette,196.00
Garrett M. Brown,325.00
Eddie Spears,699.00
Ricky Catter,113.00
Matthew Cowles,170.00
Max Adler,445.00
Zhonghua Chen,0.00
Damon Albarn,25.00
Stafford Douglas,118.00
Chin-Chien Chang,0.00
Tony Bennett,205.00
Al Sapienza,238.00
Tom Stedham,152.00
Claudette Lalí,15.00
Vincent De Paul,212.00
Terrance Zdunich,303.00
Felix Avitia,33.00
Yassie Hawkes,317.00
Laura Flanders,0.00
Jamison Stalsworth,53.00
Pat Ryan,10.00
Matty Rich,10.00
Tim Pigott-Smith,80.00
Kate Graham,49.00
Michael Stahl-David,304.00
George Brent,45.00
Eric Worre,0.00
Ellia Thompson,3.00
Nils-Anders Vallgårda,19.00
Amy Hargreaves,92.00
Amber Armstrong,21.00
Jeff Ament,5.00
Terry Jones,332.00
Alicia Sixtos,138.00
David Frederick White,6.00
Renee Leblanc,0.00
Mike Huckabee,12.00
Alex Sanborn,271.00
Al Cliver,22.00
Melissa Bardin Galsky,6.00
Michelle Krusiec,149.00
Gordon Currie,39.00
Garry Cooper,33.00
Desmond Askew,36.00
Gabriel Hogan,83.00
Erland Josephson,92.00
Walter Long,9.00
James Doohan,513.00
Charles King,4.00
Liane Balaban,118.00
Andy Cohn,0.00
Larry Poindexter,93.00
Mike Block,0.00
Christian Kapper,0.00
Walter Connolly,21.00
Sissy Petropoulou,14.00
Todd Bridges,321.00
Jane Bradbury,8.00
Thierry Harcourt,2.00
Will Oldham,26.00
Graziella Galvani,0.00
Ivan Dixon,87.00
Christina Chambers,25.00
Darren Kendrick,32.00
Mary Norwood,221.00
Thom Mathews,87.00
Ryan Carnes,248.00
Raquel Nave,0.00
Vanna White,180.00
Ahmed Best,313.00
James McCaffrey,235.00
Raven Goodwin,225.00
Ron Roggé,99.00
Collin Kahey,13.00
Stephanie Berry,10.00
Chris Weitz,129.00
Anil Kumar,51.00
Barbie Castro,185.00
Matt Day,62.00
Richard Spore,0.00
Finola Hughes,224.00
Clint Jung,270.00
Jackie Nova,7.00
James Deen,461.00
Sarah Lancashire,250.00
Dominic Colón,41.00
Travis Smith,22.00
Pollyanna McIntosh,289.00
Terumi Matthews,5.00
Debra Lynn Hull,73.00
Kirsten Collins,3.00
Jessica Duffy,76.00
Charles Irving Beale,104.00
Tim Bagley,152.00
Stuart Whitman,180.00
Jeff Jacob,0.00
Sedona James,89.00
Annelyse Ahmad,3.00
Claire Adams,6.00
Travis Betz,29.00
Sheldon Bailey,142.00
Matt King,146.00
Greg Jackson,494.00
Craig Dougherty,0.00
Matt Keeslar,131.00
William Condos,0.00
Ross Elliott,21.00
Joanne Samuel,28.00
Blake Lindsley,31.00
Aldo Sambrell,93.00
Louise Beavers,28.00
Swami Krishnanad,0.00
Michael Higgenbottom,16.00
Lorraine Toussaint,305.00
Sophie Rois,9.00
Cynthia Geary,61.00
Madeleine Albright,15.00
Richard Glover,10.00
Bethany Blakey,45.00
John Reardon,156.00
Elise Muller,98.00
Ali Daniels,15.00
Léon Schwartzenberg,0.00
Ejner Federspiel,0.00
David Lee Smith,131.00
John Reeves,0.00
Bruce Gooch,32.00
H.M. Wynant,31.00
Matthew Gumley,27.00
Mohammad Amir Naji,27.00
Vauxhall Jermaine,67.00
Tracy Camilla Johns,46.00
Emily Gorell,0.00
Ana Vatamanu,0.00
Flint Beverage,259.00
Melvin Van Peebles,101.00
Sienna Beckman,26.00
Darren Healy,18.00
Max Kerstein,3.00
Simon Baron-Cohen,2.00
Kate Ashfield,115.00
Lia Tucker,21.00
Christopher Shea,27.00
Mike Brett,0.00
Kayden Kross,232.00
Michael Landers,0.00
Bob Eubanks,42.00
Samantha Esteban,163.00
Constance Wu,100.00
Mel Eslyn,9.00
Rita Maiden,5.00
Christopher Robin Miller,69.00
Reese Mishler,7.00
Charlotte Stewart,121.00
Mary Carr,0.00
Wilbur 'Hi-Fi' White,10.00
Larry Blamire,56.00
Brandon Middleton,50.00
Phil Fish,0.00
Arthur O'Connell,75.00
Johnathan Hurley,10.00
Andrew Keir,13.00
David Barnes,0.00
Arik Ascherman,0.00
Tim DeZarn,117.00
Robert McKee,153.00
A.J. DeLucia,3.00
Amelia Giancarlo,0.00
James DeBello,128.00
Bruce Kerr,6.00
Loanne Bishop,46.00
Erin Cipolletti,9.00
Maxine Bahns,73.00
Matt Johnson,8.00
Joffre Soares,3.00
Jemima Kirke,433.00
Corlandos Scott,133.00
Amanda MacDonald,15.00
Barry Lynch,5.00
Beau Knapp,236.00
Jeff Dowd,18.00
Demetrius Grosse,69.00
Kelen Coleman,281.00
Damian Jewan Lee,15.00
Ion Overman,113.00
Shiree Nelson,279.00
Lindsay Felton,76.00
Ronee Collins,130.00
Jordan Scovel,20.00
Christian Anderson,17.00
Justin Rice,3.00
Parker Riggs,0.00
David Schaal,59.00
Jason Dixie,7.00
Casper Martinez,42.00
Jean Caffeine,0.00
Damon Owlia,9.00
Travis Legge,138.00
Janet Lee Dapper,4.00
Lindsay MacDonald,265.00
Brandon Landers,8.00
Bari Hyman,10.00
Mugambi Nthiga,4.00
Nick Principe,86.00
Edith Massey,105.00
Mojgan Faramarzi,0.00
Emma Eliza Regan,0.00
Denden,6.00
Eric Ambriz,12.00
John Lucas,84.00
James Noble,152.00
Casey Gooden,8.00
Quynn Ton,0.00
Consuelo Gómez,6.00
Sara Stepnicka,2.00
Daniella Pineda,133.00
Sam Underwood,319.00
David Chandler,0.00
Eliza Coupe,489.00
Jon Gunn,16.00
